0,92,67
1,91,66
2,91,65
3,90,65
4,90,64
5,89,64
6,88,64
7,88,64
8,87,64
9,87,63
10,86,62
11,86,63
12,85,64
13,85,63
14,84,61
15,85,60
16,83,61
17,84,60
18,84,61
19,85,60
20,85,60
21,84,60
22,86,59
23,88,60
24,87,62
25,87,59
26,87,57
27,89,59
28,92,60
29,91,60
30,91,58
31,93,58
32,93,57
33,92,58
34,92,58
35,91,57
36,92,57
37,93,60
38,93,58
39,92,58
40,91,58
41,90,58
42,88,58
43,87,57
44,86,59
45,85,61
46,85,61
47,83,61
48,80,60
49,79,60
50,78,62
51,76,62
52,76,61
53,75,65
54,73,67
55,72,68
56,74,68
57,68,68
58,69,69
59,67,68
60,69,67
61,67,68
62,66,70
63,66,70
64,65,68
65,65,69
66,65,69
67,65,68
68,65,68
69,66,69
70,64,66
71,64,66
72,64,66
73,63,64
74,65,65
75,64,63
76,65,65
77,66,65
78,66,64
79,66,64
80,67,64
81,69,62
82,69,60
83,70,58
84,74,60
85,78,59
86,78,60
87,81,59
88,86,57
89,92,57
90,91,55
91,96,54
92,100,55
93,101,55
94,104,56
95,103,57
96,106,59
97,105,58
98,105,57
99,106,59
100,105,59
101,105,57
102,105,58
103,103,56
104,101,56
105,98,57
106,97,58
107,94,58
108,93,58
109,92,56
110,89,56
111,86,57
112,85,57
113,85,56
114,83,56
115,81,56
116,81,57
117,79,58
118,79,58
119,78,56
120,79,56
121,78,57
122,77,56
123,79,55
124,77,55
125,76,54
126,75,54
127,75,54
128,74,56
129,74,54
130,73,54
131,74,54
132,74,55
133,72,54
134,73,55
135,73,53
136,73,55
137,73,55
138,74,56
139,75,56
140,76,55
141,76,55
142,76,54
143,77,54
144,79,54
145,78,54
146,80,55
147,81,55
148,82,54
149,82,54
150,82,53
151,82,53
152,82,54
153,83,53
154,83,53
155,81,54
156,81,52
157,81,52
158,82,52
159,81,51
160,80,51
161,81,53
162,81,51
163,79,50
164,80,52
165,80,54
166,81,56
167,82,57
168,83,58
169,81,58
170,82,57
171,81,61
172,81,62
173,82,60
174,83,62
175,85,63
176,86,63
177,84,63
178,85,65
179,84,64
180,83,63
181,85,62
182,85,63
183,85,63
184,87,63
185,86,63
186,89,63
187,91,64
188,89,64
189,89,66
190,91,67
191,90,67
192,90,68
193,89,69
194,91,69
195,93,70
196,94,72
197,94,71
198,96,71
199,97,71
200,98,72
201,100,72
202,100,72
203,102,71
204,103,72
205,104,72
206,105,73
207,108,72
208,109,75
209,110,72
210,108,73
211,108,72
212,105,71
213,103,69
214,98,68
215,96,67
216,95,65
217,90,64
218,87,62
219,85,61
220,82,61
221,79,59
222,75,60
223,73,60
224,70,60
225,68,60
226,68,61
227,66,60
228,67,61
229,66,60
230,67,59
231,69,61
232,70,61
233,70,62
234,70,62
235,71,65
236,73,68
237,75,66
238,75,65
239,77,67
240,79,67
241,79,67
242,81,68
243,82,67
244,82,68
245,82,68
246,83,70
247,84,71
248,86,69
249,84,69
250,83,67
251,85,67
252,83,65
253,83,66
254,81,66
255,80,64
256,80,64
